age,workclass,education,experience,occupation,hours_per_week,salary
46,Private,Associate,27,Tech-Support,47,50K-75K
23,State-Gov,Bachelors,1,Admin,37,<=25K
54,Private,Masters,27,Admin,38,50K-75K
18,Self-Emp,Bachelors,0,Exec-Managerial,45,25K-50K
18,Private,Associate,0,Sales,25,<=25K
44,State-Gov,Bachelors,25,Craft-Repair,28,50K-75K
38,Federal-Gov,High School,23,Prof-Specialty,35,50K-75K
33,Private,Bachelors,13,Tech-Support,36,25K-50K
61,Private,High School,41,Sales,42,50K-75K
57,Self-Emp,High School,41,Prof-Specialty,56,75K-100K
43,,Associate,24,Exec-Managerial,36,50K-75K
33,Private,High School,12,Admin,43,25K-50K
45,Private,Bachelors,24,Prof-Specialty,27,50K-75K
18,Private,Associate,0,Exec-Managerial,36,25K-50K
53,Private,Bachelors,28,Sales,45,50K-75K
27,Private,High School,8,Sales,37,25K-50K
60,Private,High School,41,Exec-Managerial,35,75K-100K
34,Private,Bachelors,12,Craft-Repair,23,25K-50K
40,Private,Doctorate,12,Exec-Managerial,33,50K-75K
24,Private,High School,4,Craft-Repair,49,25K-50K
61,Private,High School,46,Exec-Managerial,36,75K-100K
24,Private,Masters,2,Craft-Repair,40,25K-50K
61,Private,High School,46,Other-Service,34,75K-100K
32,Local-Gov,Masters,9,Admin,37,25K-50K
51,Private,Bachelors,32,Admin,49,50K-75K
63,Private,Associate,43,Admin,36,50K-75K
62,Private,High School,45,Admin,34,50K-75K
21,Self-Emp,High School,0,Exec-Managerial,49,25K-50K
31,Private,High School,16,Craft-Repair,39,25K-50K
31,Local-Gov,Masters,6,Farming-Fishing,37,<=25K
33,Private,Bachelors,8,Exec-Managerial,41,50K-75K
24,Private,Bachelors,2,Prof-Specialty,48,25K-50K
49,Local-Gov,Bachelors,29,Prof-Specialty,41,50K-75K
36,Private,High School,16,Tech-Support,34,50K-75K
19,Local-Gov,Bachelors,0,Prof-Specialty,40,25K-50K
27,Federal-Gov,Associate,4,Prof-Specialty,27,25K-50K
34,Local-Gov,Bachelors,14,Craft-Repair,32,25K-50K
54,Self-Emp,High School,39,Sales,42,75K-100K
29,Private,Bachelors,6,Tech-Support,40,25K-50K
23,Private,Masters,0,Prof-Specialty,43,25K-50K
39,Private,Associate,17,Admin,43,25K-50K
49,Local-Gov,High School,34,Craft-Repair,46,50K-75K
58,Private,Bachelors,38,Admin,40,50K-75K
37,Private,High School,18,Tech-Support,48,25K-50K
18,Self-Emp,Bachelors,0,Sales,43,25K-50K
64,Private,Masters,38,Admin,44,75K-100K
23,Private,Associate,5,Sales,33,25K-50K
36,Local-Gov,Associate,17,Other-Service,34,25K-50K
35,Private,Bachelors,14,Admin,35,25K-50K
23,Private,High School,2,Admin,55,25K-50K
62,Private,High School,44,Prof-Specialty,50,75K-100K
50,Private,Masters,23,Tech-Support,32,50K-75K
40,Private,Bachelors,16,Sales,39,50K-75K
40,Private,High School,19,Exec-Managerial,33,50K-75K
43,Private,High School,27,Sales,33,25K-50K
30,Private,Bachelors,7,Tech-Support,48,50K-75K
24,Private,Bachelors,4,Prof-Specialty,28,50K-75K
32,Private,Bachelors,7,Admin,43,25K-50K
61,Private,High School,43,Farming-Fishing,39,75K-100K
44,Private,Masters,22,Admin,47,50K-75K
43,Private,Bachelors,23,Craft-Repair,41,50K-75K
50,Private,Bachelors,30,Prof-Specialty,51,75K-100K
32,Self-Emp,Bachelors,10,Sales,40,25K-50K
53,Self-Emp,High School,37,Admin,47,75K-100K
62,Private,Masters,36,Other-Service,41,75K-100K
44,Self-Emp,High School,27,Prof-Specialty,40,50K-75K
22,Private,High School,4,Sales,49,25K-50K
19,State-Gov,Bachelors,0,Admin,40,25K-50K
50,Private,Bachelors,28,Other-Service,41,50K-75K
33,Local-Gov,Bachelors,11,Exec-Managerial,34,50K-75K
40,Private,Bachelors,19,Sales,40,50K-75K
55,Private,Associate,34,Other-Service,18,50K-75K
33,Private,Masters,7,Tech-Support,36,25K-50K
31,Private,High School,13,Exec-Managerial,42,50K-75K
46,Self-Emp,Masters,25,Prof-Specialty,38,75K-100K
43,Private,High School,25,Craft-Repair,38,50K-75K
52,Private,Bachelors,27,Admin,44,50K-75K
32,Private,High School,16,Other-Service,52,25K-50K
20,Private,Bachelors,0,Other-Service,36,<=25K
40,Private,Masters,17,Sales,46,25K-50K
46,State-Gov,Associate,29,Exec-Managerial,39,50K-75K
51,Local-Gov,Bachelors,27,Other-Service,44,50K-75K
50,Private,Bachelors,28,Exec-Managerial,56,75K-100K
58,Self-Emp,Bachelors,38,Exec-Managerial,47,75K-100K
58,Local-Gov,Masters,32,Prof-Specialty,50,75K-100K
40,Private,Associate,21,Craft-Repair,36,25K-50K
24,Federal-Gov,High School,5,,39,25K-50K
20,Private,High School,0,Prof-Specialty,31,<=25K
49,Self-Emp,High School,30,Tech-Support,35,50K-75K
48,Private,High School,27,Prof-Specialty,41,50K-75K
35,Self-Emp,Bachelors,11,Admin,34,25K-50K
60,State-Gov,High School,41,Exec-Managerial,41,75K-100K
24,Private,High School,5,Sales,36,<=25K
58,Private,High School,39,Exec-Managerial,41,75K-100K
18,State-Gov,Bachelors,0,Sales,45,25K-50K
31,Federal-Gov,Bachelors,7,Exec-Managerial,44,50K-75K
49,Private,Associate,32,Craft-Repair,43,50K-75K
23,State-Gov,Masters,0,Exec-Managerial,50,25K-50K
56,Private,High School,37,Sales,25,50K-75K
27,Self-Emp,Doctorate,0,Sales,39,25K-50K
24,Private,Bachelors,5,Other-Service,46,25K-50K
43,Private,High School,27,Craft-Repair,23,50K-75K
51,Private,Bachelors,30,Admin,53,50K-75K
47,Private,Bachelors,26,Other-Service,37,25K-50K
53,Self-Emp,Associate,35,Admin,34,50K-75K
38,,Masters,12,Prof-Specialty,46,25K-50K
34,Self-Emp,High School,13,Prof-Specialty,33,50K-75K
50,Without-Pay,High School,30,Admin,50,50K-75K
27,Self-Emp,High School,7,Sales,40,25K-50K
64,Private,High School,46,Craft-Repair,51,75K-100K
59,Private,High School,44,Tech-Support,49,75K-100K
29,Private,Masters,6,Exec-Managerial,40,25K-50K
33,Private,High School,12,Prof-Specialty,34,50K-75K
58,Federal-Gov,Associate,38,Admin,53,50K-75K
49,Private,Bachelors,29,Craft-Repair,27,50K-75K
32,Federal-Gov,Masters,6,Admin,37,25K-50K
44,Private,Doctorate,19,Sales,46,50K-75K
45,Private,Bachelors,24,Craft-Repair,28,25K-50K
34,Private,Doctorate,7,Other-Service,30,25K-50K
63,Self-Emp,Bachelors,44,Craft-Repair,38,75K-100K
19,Private,Masters,0,Sales,42,25K-50K
53,Private,Bachelors,28,Farming-Fishing,24,50K-75K
24,Private,High School,9,Exec-Managerial,49,25K-50K
30,Local-Gov,Associate,8,,38,25K-50K
32,Private,Bachelors,7,Other-Service,45,25K-50K
42,Private,Associate,22,Admin,34,50K-75K
40,Private,High School,25,Prof-Specialty,36,50K-75K
39,Self-Emp,Bachelors,17,Farming-Fishing,42,50K-75K
43,Private,Masters,16,Admin,41,25K-50K
50,Local-Gov,High School,32,Exec-Managerial,45,75K-100K
28,Private,Bachelors,9,,45,25K-50K
27,Private,Bachelors,4,Other-Service,30,25K-50K
42,Private,Masters,19,Prof-Specialty,41,75K-100K
54,Private,Masters,28,Sales,38,50K-75K
65,Private,Bachelors,44,,43,75K-100K
60,Without-Pay,Bachelors,36,Exec-Managerial,37,50K-75K
55,Private,High School,40,Prof-Specialty,40,75K-100K
58,Private,Bachelors,36,Exec-Managerial,55,75K-100K
62,Private,Bachelors,43,Sales,30,75K-100K
41,Private,Masters,14,Prof-Specialty,36,50K-75K
57,Private,Bachelors,32,Admin,21,50K-75K
63,Private,High School,45,Craft-Repair,35,50K-75K
50,Private,Bachelors,26,Tech-Support,31,50K-75K
34,Private,High School,16,Prof-Specialty,55,50K-75K
41,Private,High School,21,Tech-Support,37,50K-75K
54,Self-Emp,High School,36,Prof-Specialty,36,75K-100K
19,Private,High School,1,Other-Service,45,<=25K
49,Private,Bachelors,27,Prof-Specialty,31,75K-100K
41,Private,High School,20,Prof-Specialty,46,25K-50K
26,Private,High School,6,Craft-Repair,45,<=25K
21,Private,Masters,0,Exec-Managerial,52,25K-50K
34,Private,Associate,14,Sales,44,50K-75K
34,Private,High School,17,Craft-Repair,25,25K-50K
65,Private,High School,48,Prof-Specialty,49,75K-100K
47,Private,High School,32,Tech-Support,65,50K-75K
57,Private,High School,42,Sales,39,50K-75K
28,Private,High School,7,Exec-Managerial,40,25K-50K
38,Self-Emp,Bachelors,15,Sales,36,50K-75K
38,Private,High School,22,Other-Service,26,25K-50K
35,Self-Emp,Associate,12,Craft-Repair,42,25K-50K
46,Private,Masters,21,Tech-Support,35,50K-75K
41,Private,Associate,18,Admin,42,50K-75K
27,Private,Masters,6,Admin,42,25K-50K
62,Private,Associate,43,Sales,55,75K-100K
34,Local-Gov,Associate,14,Admin,36,25K-50K
35,Private,Bachelors,11,Other-Service,30,25K-50K
59,Private,High School,44,Exec-Managerial,42,75K-100K
65,Federal-Gov,High School,47,Tech-Support,39,75K-100K
37,Private,Bachelors,16,Sales,54,50K-75K
54,Private,Associate,32,Craft-Repair,46,75K-100K
62,Private,Bachelors,39,Craft-Repair,38,75K-100K
35,Federal-Gov,Masters,10,Tech-Support,48,50K-75K
34,Self-Emp,Associate,15,Sales,48,25K-50K
26,Private,Bachelors,2,,32,<=25K
31,Self-Emp,Bachelors,9,Tech-Support,43,50K-75K
46,Private,Doctorate,20,Craft-Repair,57,50K-75K
48,Self-Emp,Bachelors,25,Exec-Managerial,28,75K-100K
21,Private,Masters,0,Craft-Repair,33,25K-50K
35,Private,High School,17,Exec-Managerial,38,50K-75K
37,Private,Bachelors,12,Other-Service,44,25K-50K
64,State-Gov,High School,48,Craft-Repair,42,75K-100K
60,,High School,44,Sales,41,75K-100K
61,Private,Masters,40,Exec-Managerial,38,75K-100K
26,Private,High School,10,,42,25K-50K
30,Private,Masters,3,Other-Service,51,25K-50K
32,Self-Emp,High School,14,Admin,53,25K-50K
44,Private,Bachelors,25,Admin,48,50K-75K
32,Self-Emp,High School,12,Exec-Managerial,49,50K-75K
45,Private,Associate,26,Prof-Specialty,40,50K-75K
54,Private,High School,36,,60,50K-75K
36,Private,Bachelors,11,Prof-Specialty,28,50K-75K
43,Self-Emp,High School,28,Other-Service,42,25K-50K
43,Private,Bachelors,20,Prof-Specialty,46,75K-100K
42,Private,High School,26,Exec-Managerial,40,50K-75K
43,Private,High School,27,Admin,48,50K-75K
43,Local-Gov,High School,25,Sales,38,50K-75K
63,Private,Associate,45,Exec-Managerial,50,>100K
45,Private,Bachelors,25,Exec-Managerial,41,75K-100K
35,Private,Masters,11,Exec-Managerial,36,50K-75K
49,Private,High School,31,Exec-Managerial,35,50K-75K
20,Self-Emp,Bachelors,1,Tech-Support,42,25K-50K
19,Private,Bachelors,0,Prof-Specialty,35,25K-50K
50,Private,High School,29,Sales,17,50K-75K
59,Local-Gov,Associate,41,Other-Service,24,50K-75K
36,Local-Gov,Bachelors,17,Sales,36,25K-50K
34,Private,High School,16,Exec-Managerial,37,50K-75K
61,Private,High School,43,Sales,50,75K-100K
50,Private,High School,34,Prof-Specialty,42,75K-100K
29,Private,Bachelors,5,Exec-Managerial,41,50K-75K
20,Private,High School,1,Tech-Support,34,25K-50K
60,Private,High School,43,Exec-Managerial,62,75K-100K
43,State-Gov,High School,26,Exec-Managerial,40,75K-100K
52,Private,High School,36,Other-Service,47,50K-75K
25,Private,High School,10,Admin,40,25K-50K
53,Private,Masters,30,Craft-Repair,44,50K-75K
24,Private,High School,3,Prof-Specialty,28,25K-50K
63,Private,Bachelors,44,Tech-Support,43,75K-100K
63,Private,Associate,46,Other-Service,40,50K-75K
53,Self-Emp,Bachelors,28,Sales,40,75K-100K
33,Self-Emp,Bachelors,9,Tech-Support,48,50K-75K
41,Private,High School,25,Tech-Support,27,50K-75K
18,Private,Bachelors,0,Prof-Specialty,36,25K-50K
42,State-Gov,Associate,24,Other-Service,23,25K-50K
27,Private,Bachelors,7,Prof-Specialty,37,25K-50K
33,Local-Gov,Associate,16,Other-Service,48,25K-50K
33,Private,Doctorate,6,Other-Service,47,25K-50K
25,Private,Bachelors,2,Exec-Managerial,38,25K-50K
46,Private,Masters,21,Exec-Managerial,41,75K-100K
56,Private,Bachelors,36,Sales,37,50K-75K
45,Private,Associate,24,Prof-Specialty,40,50K-75K
23,Self-Emp,Bachelors,0,Admin,48,25K-50K
33,Private,Masters,10,Prof-Specialty,53,25K-50K
37,Private,Masters,16,Other-Service,45,25K-50K
33,Self-Emp,High School,16,Craft-Repair,39,50K-75K
24,Private,Bachelors,2,Prof-Specialty,54,25K-50K
58,Private,High School,38,Craft-Repair,44,75K-100K
31,Private,Bachelors,12,Prof-Specialty,37,50K-75K
60,Private,High School,39,Exec-Managerial,38,50K-75K
43,Private,High School,22,Exec-Managerial,36,50K-75K
43,Private,Masters,20,Admin,45,50K-75K
31,Self-Emp,High School,15,Exec-Managerial,42,50K-75K
24,Private,Bachelors,1,Exec-Managerial,41,25K-50K
50,Private,Bachelors,28,,35,75K-100K
43,Private,High School,23,Craft-Repair,55,50K-75K
62,Private,High School,45,Sales,38,75K-100K
37,State-Gov,Bachelors,17,Craft-Repair,49,50K-75K
20,Private,High School,2,Prof-Specialty,31,<=25K
21,Private,Bachelors,1,Other-Service,44,<=25K
43,Private,Doctorate,16,Tech-Support,35,50K-75K
28,Private,High School,11,Sales,44,25K-50K
19,Self-Emp,High School,1,Craft-Repair,33,<=25K
31,Private,Associate,14,Prof-Specialty,30,50K-75K
61,Private,Bachelors,38,Prof-Specialty,32,50K-75K
47,Local-Gov,High School,29,Farming-Fishing,27,50K-75K
29,Private,High School,9,Sales,34,25K-50K
43,Private,Bachelors,21,Exec-Managerial,46,50K-75K
61,Self-Emp,Masters,40,Sales,33,75K-100K
50,Private,Associate,27,Other-Service,34,50K-75K
30,Local-Gov,Associate,13,Admin,42,25K-50K
31,State-Gov,Masters,7,Admin,24,25K-50K
41,Local-Gov,Bachelors,21,Sales,45,50K-75K
51,Private,Bachelors,30,Craft-Repair,39,50K-75K
61,Private,Bachelors,36,Prof-Specialty,43,75K-100K
43,State-Gov,Doctorate,17,Tech-Support,39,50K-75K
38,Federal-Gov,Bachelors,18,Sales,37,50K-75K
45,Local-Gov,Masters,19,Tech-Support,47,50K-75K
65,State-Gov,Bachelors,42,Prof-Specialty,39,>100K
53,Self-Emp,Bachelors,29,Tech-Support,44,75K-100K
57,Private,High School,36,Exec-Managerial,48,75K-100K
19,Private,High School,3,Prof-Specialty,30,25K-50K
59,Private,Bachelors,39,Other-Service,34,50K-75K
26,Private,High School,7,Sales,33,<=25K
40,Private,Bachelors,18,Exec-Managerial,37,50K-75K
32,Private,High School,11,Tech-Support,41,25K-50K
30,Private,Bachelors,7,Exec-Managerial,32,25K-50K
40,Local-Gov,High School,25,Prof-Specialty,33,50K-75K
34,Private,Bachelors,15,Exec-Managerial,37,50K-75K
65,Private,Bachelors,44,Craft-Repair,47,75K-100K
19,Self-Emp,High School,0,Prof-Specialty,35,25K-50K
37,State-Gov,Bachelors,16,Tech-Support,40,50K-75K
37,Private,High School,22,Craft-Repair,37,25K-50K
63,Private,High School,48,Exec-Managerial,39,75K-100K
20,Private,Associate,1,Exec-Managerial,34,25K-50K
29,Private,High School,13,Farming-Fishing,20,25K-50K
57,Private,Doctorate,29,Craft-Repair,34,50K-75K
19,Private,High School,3,Other-Service,41,<=25K
53,State-Gov,Bachelors,34,Prof-Specialty,40,50K-75K
31,Private,Associate,13,Tech-Support,45,25K-50K
33,Private,Bachelors,9,Farming-Fishing,28,25K-50K
36,Private,Associate,14,Sales,42,25K-50K
51,Private,Bachelors,31,Other-Service,35,25K-50K
61,Private,Bachelors,41,Other-Service,33,50K-75K
63,Private,Bachelors,42,Craft-Repair,44,75K-100K
23,Local-Gov,High School,7,Admin,46,<=25K
30,Private,Bachelors,5,Other-Service,49,25K-50K
53,Local-Gov,High School,34,Prof-Specialty,44,75K-100K
39,Federal-Gov,High School,18,Prof-Specialty,39,50K-75K
35,Private,Associate,13,Craft-Repair,28,25K-50K
29,Private,Associate,6,Exec-Managerial,49,25K-50K
47,Private,Associate,27,Sales,41,50K-75K
57,Private,Bachelors,35,Prof-Specialty,32,75K-100K
24,Private,High School,4,Admin,41,25K-50K
49,Private,High School,28,Prof-Specialty,28,50K-75K
65,Federal-Gov,High School,46,Exec-Managerial,50,75K-100K
36,Private,Bachelors,12,Exec-Managerial,36,50K-75K
23,Private,Bachelors,1,Sales,31,<=25K
37,Self-Emp,High School,17,Admin,50,25K-50K
44,Federal-Gov,Bachelors,19,Prof-Specialty,29,50K-75K
60,Private,Bachelors,35,Prof-Specialty,39,75K-100K
54,Private,Associate,31,Exec-Managerial,41,75K-100K
65,Self-Emp,Bachelors,44,Craft-Repair,29,75K-100K
24,Self-Emp,Bachelors,0,Prof-Specialty,36,25K-50K
22,Local-Gov,Bachelors,2,Craft-Repair,24,25K-50K
28,Private,High School,10,Sales,36,25K-50K
32,Self-Emp,High School,17,Sales,25,50K-75K
20,Private,High School,2,Sales,47,25K-50K
22,Federal-Gov,Bachelors,1,Admin,34,25K-50K
40,Private,Masters,16,Other-Service,30,50K-75K
54,Private,Associate,34,Farming-Fishing,41,50K-75K
26,Private,High School,6,Craft-Repair,25,<=25K
32,Private,Bachelors,13,Exec-Managerial,34,25K-50K
20,Private,Bachelors,1,Tech-Support,45,25K-50K
46,Private,Masters,19,Craft-Repair,28,50K-75K
23,Private,Bachelors,3,,37,25K-50K
34,Private,Masters,12,Other-Service,33,25K-50K
43,Self-Emp,High School,23,Sales,23,50K-75K
38,Private,High School,22,Tech-Support,30,50K-75K
25,Self-Emp,High School,5,Farming-Fishing,34,<=25K
38,Self-Emp,Bachelors,19,,41,25K-50K
28,Private,High School,13,Other-Service,50,25K-50K
55,Private,Associate,38,Exec-Managerial,39,75K-100K
25,State-Gov,Associate,7,,40,25K-50K
59,Private,High School,41,Sales,46,50K-75K
41,Private,Masters,20,Sales,43,50K-75K
52,,High School,33,Exec-Managerial,34,75K-100K
31,Private,Associate,8,Other-Service,35,25K-50K
31,Private,Bachelors,8,Admin,44,25K-50K
27,Local-Gov,High School,9,Prof-Specialty,43,25K-50K
29,Federal-Gov,Bachelors,8,Prof-Specialty,41,50K-75K
55,State-Gov,Bachelors,31,Prof-Specialty,34,50K-75K
61,Private,Masters,39,Sales,52,50K-75K
63,Local-Gov,Masters,41,Admin,33,50K-75K
51,Private,High School,33,Other-Service,39,50K-75K
58,State-Gov,Bachelors,38,Prof-Specialty,51,75K-100K
27,Private,High School,9,Craft-Repair,40,25K-50K
34,Private,High School,15,Tech-Support,39,25K-50K
34,Federal-Gov,High School,17,Admin,42,25K-50K
20,Private,High School,0,Sales,34,<=25K
48,Local-Gov,Masters,26,Admin,39,50K-75K
18,Private,High School,1,Admin,45,<=25K
29,Without-Pay,Bachelors,8,Sales,47,25K-50K
56,Private,Associate,37,Prof-Specialty,52,75K-100K
21,Private,Associate,0,Craft-Repair,34,<=25K
59,Private,Masters,36,Craft-Repair,50,75K-100K
30,Private,High School,15,Other-Service,44,25K-50K
51,Self-Emp,Bachelors,29,Prof-Specialty,48,75K-100K
59,Private,Associate,36,Admin,29,50K-75K
38,Private,High School,23,Tech-Support,33,50K-75K
39,Private,Associate,16,,41,25K-50K
21,Private,Bachelors,0,Craft-Repair,45,25K-50K
35,Private,High School,19,Admin,36,25K-50K
22,Private,High School,6,Admin,37,25K-50K
36,Private,High School,20,Admin,31,25K-50K
19,Local-Gov,Bachelors,0,Farming-Fishing,35,<=25K
29,Private,Bachelors,7,Craft-Repair,36,25K-50K
34,Private,Bachelors,14,Tech-Support,36,25K-50K
27,Private,Associate,5,Tech-Support,32,25K-50K
51,Private,Masters,28,Admin,55,50K-75K
23,Private,Bachelors,0,Sales,48,25K-50K
25,Private,Bachelors,1,Tech-Support,45,25K-50K
28,Private,Bachelors,8,Tech-Support,49,50K-75K
29,State-Gov,Bachelors,5,Prof-Specialty,44,25K-50K
26,Self-Emp,Associate,3,Tech-Support,57,25K-50K
19,Federal-Gov,Masters,0,Farming-Fishing,33,25K-50K
25,Private,Masters,0,Tech-Support,21,25K-50K
28,Private,High School,10,Other-Service,32,<=25K
53,Private,High School,35,Prof-Specialty,25,50K-75K
27,Self-Emp,Masters,4,Other-Service,30,25K-50K
38,Private,High School,21,Prof-Specialty,35,50K-75K
37,Private,Masters,16,Prof-Specialty,38,50K-75K
65,Private,Associate,43,Exec-Managerial,48,75K-100K
25,Private,High School,4,Sales,53,25K-50K
53,Private,High School,35,Sales,42,50K-75K
46,Private,High School,27,Sales,30,25K-50K
59,Private,High School,42,Tech-Support,35,50K-75K
29,Private,Associate,12,Admin,37,25K-50K
31,Private,Bachelors,9,Tech-Support,36,25K-50K
65,Self-Emp,Doctorate,41,Craft-Repair,29,75K-100K
38,Private,Associate,20,,50,25K-50K
39,Private,Bachelors,15,Prof-Specialty,27,50K-75K
38,Private,Bachelors,19,Sales,35,25K-50K
61,Private,Bachelors,39,Sales,41,50K-75K
47,Private,Bachelors,25,Sales,41,50K-75K
56,Private,High School,36,Exec-Managerial,36,75K-100K
37,Private,High School,20,Farming-Fishing,42,25K-50K
41,Private,High School,24,Admin,31,25K-50K
40,Self-Emp,High School,21,Exec-Managerial,39,50K-75K
24,Private,Bachelors,1,Prof-Specialty,29,25K-50K
26,Self-Emp,High School,9,Sales,32,25K-50K
18,Private,Masters,0,Farming-Fishing,47,25K-50K
43,Private,Masters,22,Tech-Support,38,50K-75K
55,Private,Doctorate,29,Other-Service,38,50K-75K
55,Private,Masters,32,Prof-Specialty,36,75K-100K
61,,High School,43,Admin,34,50K-75K
39,Private,Bachelors,16,Tech-Support,40,25K-50K
61,Private,High School,41,Admin,57,75K-100K
27,Private,Bachelors,2,Tech-Support,28,25K-50K
23,Self-Emp,Masters,0,Other-Service,32,25K-50K
34,Local-Gov,Masters,12,Craft-Repair,32,25K-50K
55,Private,Associate,32,Prof-Specialty,22,75K-100K
41,Private,Bachelors,19,Exec-Managerial,39,50K-75K
27,Without-Pay,High School,11,,38,25K-50K
25,Private,High School,6,Sales,34,25K-50K
38,Private,Bachelors,13,,45,25K-50K
23,Private,Associate,4,Sales,36,25K-50K
38,Private,Doctorate,13,Tech-Support,38,50K-75K
56,Private,High School,38,Exec-Managerial,41,75K-100K
41,Private,Masters,14,Sales,37,25K-50K
50,Private,Associate,31,Farming-Fishing,53,50K-75K
35,Private,Bachelors,15,Admin,36,25K-50K
45,Private,Bachelors,23,Admin,45,50K-75K
49,State-Gov,Masters,27,Prof-Specialty,39,75K-100K
29,Local-Gov,High School,8,Craft-Repair,39,25K-50K
65,Private,Masters,42,Farming-Fishing,46,75K-100K
59,Private,High School,40,Exec-Managerial,37,75K-100K
44,Private,High School,29,,39,50K-75K
27,Private,Associate,7,Other-Service,41,25K-50K
63,Local-Gov,Bachelors,38,Farming-Fishing,35,50K-75K
59,State-Gov,Associate,40,Other-Service,43,75K-100K
49,Private,Bachelors,26,Other-Service,52,50K-75K
59,Self-Emp,Bachelors,39,Admin,33,75K-100K
43,Private,High School,26,Other-Service,34,25K-50K
42,Private,Masters,21,Farming-Fishing,31,50K-75K
28,Self-Emp,High School,9,Prof-Specialty,54,50K-75K
40,Private,Masters,13,Craft-Repair,44,25K-50K
51,Local-Gov,High School,34,Prof-Specialty,29,50K-75K
57,Private,Bachelors,38,Sales,28,75K-100K
40,State-Gov,Associate,21,Prof-Specialty,45,50K-75K
46,Private,High School,26,Other-Service,58,50K-75K
48,State-Gov,Associate,28,Exec-Managerial,39,50K-75K
24,Private,High School,7,Prof-Specialty,28,25K-50K
57,Private,High School,42,Exec-Managerial,26,75K-100K
50,State-Gov,High School,31,Sales,37,50K-75K
38,Private,Associate,18,Prof-Specialty,28,50K-75K
19,Private,Bachelors,0,Exec-Managerial,37,25K-50K
35,Private,Bachelors,16,Sales,44,50K-75K
64,Without-Pay,Masters,40,Other-Service,42,50K-75K
50,Self-Emp,Bachelors,26,Farming-Fishing,43,50K-75K
54,Private,Bachelors,29,Admin,42,50K-75K
51,State-Gov,Bachelors,30,Prof-Specialty,45,75K-100K
37,Private,Associate,20,Exec-Managerial,37,50K-75K
52,Local-Gov,Bachelors,32,Exec-Managerial,40,75K-100K
35,Private,High School,14,Tech-Support,50,50K-75K
63,Private,Masters,42,Exec-Managerial,46,75K-100K
41,Private,Bachelors,16,Tech-Support,29,25K-50K
25,Private,High School,5,Admin,33,<=25K
47,Private,Bachelors,24,Tech-Support,29,50K-75K
61,Self-Emp,High School,40,Prof-Specialty,38,75K-100K
27,State-Gov,High School,12,Admin,13,<=25K
40,Local-Gov,High School,21,Tech-Support,44,50K-75K
28,Private,Bachelors,6,Admin,32,25K-50K
19,Private,Bachelors,0,Tech-Support,25,<=25K
43,Private,Bachelors,19,Admin,57,50K-75K
53,Private,High School,36,Tech-Support,34,50K-75K
50,Private,Bachelors,31,Craft-Repair,26,50K-75K
64,Private,Bachelors,45,Prof-Specialty,35,>100K
30,Private,High School,15,Prof-Specialty,52,50K-75K
57,Private,Bachelors,32,Exec-Managerial,13,75K-100K
42,Self-Emp,High School,26,Other-Service,47,25K-50K
21,Private,High School,5,Exec-Managerial,25,25K-50K
59,Self-Emp,Associate,38,Admin,43,75K-100K
36,Private,Bachelors,11,Other-Service,31,25K-50K
35,Private,High School,20,Admin,40,50K-75K
54,Private,High School,38,Farming-Fishing,35,50K-75K
47,Private,High School,32,Exec-Managerial,42,50K-75K
36,Private,High School,21,Admin,44,25K-50K
40,Local-Gov,High School,25,Other-Service,44,50K-75K
33,Private,Associate,11,Admin,34,25K-50K
18,Private,Bachelors,0,Sales,42,25K-50K
29,Private,Associate,9,Exec-Managerial,47,50K-75K
41,Private,Bachelors,19,Prof-Specialty,38,25K-50K
51,Private,Bachelors,28,Admin,41,75K-100K
25,Private,High School,9,Prof-Specialty,30,25K-50K
35,Private,High School,17,Craft-Repair,42,25K-50K
65,Private,Masters,40,Admin,34,50K-75K
22,Private,High School,5,Prof-Specialty,38,25K-50K
43,Self-Emp,High School,28,Farming-Fishing,39,50K-75K
47,Private,High School,26,Farming-Fishing,41,50K-75K
30,Private,Bachelors,6,Sales,36,25K-50K
36,Private,Bachelors,15,Craft-Repair,53,50K-75K
46,Private,Doctorate,20,Craft-Repair,32,50K-75K
20,Private,Masters,0,Other-Service,27,<=25K
43,Private,Associate,23,Tech-Support,29,50K-75K
57,Private,Associate,35,Sales,31,50K-75K
29,State-Gov,High School,8,Admin,40,25K-50K
19,Private,High School,2,Tech-Support,54,25K-50K
28,Private,High School,12,Admin,43,25K-50K
61,Private,High School,43,,37,75K-100K
45,Federal-Gov,High School,28,Admin,34,50K-75K
35,Private,High School,14,Craft-Repair,49,25K-50K
30,Local-Gov,High School,11,Admin,31,25K-50K
54,Self-Emp,Masters,27,Exec-Managerial,27,75K-100K
39,Self-Emp,Bachelors,18,Tech-Support,32,50K-75K
29,,Doctorate,3,Prof-Specialty,35,25K-50K
19,State-Gov,Associate,0,Exec-Managerial,44,25K-50K
54,Private,Associate,35,Prof-Specialty,46,75K-100K
24,State-Gov,High School,6,Admin,44,<=25K
43,Self-Emp,High School,27,Admin,22,50K-75K
43,Private,High School,23,Exec-Managerial,39,50K-75K
41,Private,Masters,18,Sales,40,25K-50K
29,Private,Doctorate,0,Admin,43,25K-50K
33,Private,High School,16,Sales,27,25K-50K
40,Private,High School,19,Craft-Repair,36,25K-50K
57,Without-Pay,Associate,34,Exec-Managerial,36,75K-100K
26,Private,High School,9,Sales,47,25K-50K
49,Private,Associate,26,Admin,40,50K-75K
